reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,bank,sentiment_score,sentiment
8d4577a0-0e73-4113-9479-5764db25dcb7,Anwar Ibrahim,https://play-lh.googleusercontent.com/a-/ALV-UjWxXFhHsz_PgfocjhOjondKo_6qSF4vNJstY68x-lO8OY6WZr9m,you are the reason why i got ye chogara himem,1,0,5.2.1,2025-11-22,,,5.2.1,CBE,0.0,POSITIVE
f077c10c-a958-4812-a779-1077c52fbf45,MAREGU DEACON,https://play-lh.googleusercontent.com/a/ACg8ocLHcEsdr8_lFnZapNTl1yrR9h869j6CWWg-dex1Jxk2xwrV3Q=mo,it is so smart app i recommend it for everyone,5,0,,2025-11-22,,,,CBE,0.7395,POSITIVE
efddfaa5-0542-45ef-80ae-8183cf70bdb0,Abdulkadir Salih,https://play-lh.googleusercontent.com/a/ACg8ocLE7TB5zM7FWGWL_cvHQ8vKXgMyMEz50Di9fPjQs4KCQPreAQ=mo,excellent,5,0,,2025-11-22,,,,CBE,0.5719,POSITIVE
2c2a42d8-dad4-4935-bc1b-e5960c9a6e33,Dagem Mesfin / ዳግም የመስፍን ልጅ,https://play-lh.googleusercontent.com/a-/ALV-UjUcD51HOhAxOBktkUpnwrPPh98sF-n7DwZwxWm8kaRMKTDe7lJI,ዳጊ,5,0,5.2.1,2025-11-21,,,5.2.1,CBE,0.0,POSITIVE
83111490-271d-4491-9b82-8d8ddf3afb26,Ilove Somali,https://play-lh.googleusercontent.com/a-/ALV-UjVNsdf7cvdMDVXIuipKVmCHajnNTtSHfQqRyrR9O6tSX51XAKo8,absolutely right,5,0,5.2.1,2025-11-21,,,5.2.1,CBE,0.0,POSITIVE
6e1b6127-57b8-44a9-ab08-cdf7e0782c7d,Black “Thunder”,https://play-lh.googleusercontent.com/a-/ALV-UjVymSqyUKdHeCJyfyJeBDAF3ETTyZomS1hq_E7elzc0GBIBeVpB,mid application it's so annoying,3,1,5.2.1,2025-11-20,,,5.2.1,CBE,-0.541,NEGATIVE
d4184dff-ee60-4895-846f-13872d75735a,Damiro Gurmesa,https://play-lh.googleusercontent.com/a/ACg8ocIosrKd6Jlik1cN45SD8E_pbZ5r5zzXNHa3-VrsubRCk7UbPg=mo,I used morethan one year,4,0,5.2.1,2025-11-20,,,5.2.1,CBE,0.0,POSITIVE
807ff291-9236-45ca-8c37-3028ef08f388,Mahlet Musa,https://play-lh.googleusercontent.com/a/ACg8ocKRWg3gtG8i10osrM6wgo8kMh-5c9Jw-i2OIjyIsJk3djuiMA=mo,no word can explane about this app it is nice 👍👍👍👍👍,5,0,5.2.1,2025-11-20,,,5.2.1,CBE,0.1531,POSITIVE
afc51143-03ed-4129-b47b-fd1eaad21b07,Kaleb Koyamo,https://play-lh.googleusercontent.com/a-/ALV-UjV8dUmN4_Is2fK7mWPiOAEJkLFlXUlL5xryCazwBgUzh3qQ5vA,"It's great app,I love this app",5,0,5.2.1,2025-11-20,,,5.2.1,CBE,0.8519,POSITIVE
ad11fbc9-52cc-48f3-adc4-d348a5194089,Sahane Ibrahim,https://play-lh.googleusercontent.com/a/ACg8ocJ6bgdXfjTeJJJZfSkwObt7fyI6LOjS29Hj4RKNYHLGSDK3Ww=mo,Nice,5,0,5.2.1,2025-11-19,,,5.2.1,CBE,0.4215,POSITIVE
942e6ee2-44c6-45f8-b978-01e9b62d001f,Ebenezer Tesfaye,https://play-lh.googleusercontent.com/a/ACg8ocJntVCPFIqVZPmowotuGPJyU2Y4S0a69A9OGnV9KxRdGOzIIg=mo,suckkkks,1,0,5.2.1,2025-11-19,,,5.2.1,CBE,0.0,POSITIVE
9b9850c0-7914-49c8-a51c-7265775accfe,chuchu besrat,https://play-lh.googleusercontent.com/a-/ALV-UjUgyumR_dmtyH20ZTRqC1hHjKAd9uRy5BDeTgtlAqC-XU01WHU,not allowing to transfer and showing current statement updates.,1,0,5.2.1,2025-11-19,,,5.2.1,CBE,0.0,POSITIVE
9094dfc5-ed8d-4ab9-8605-0f5681a5ee8e,Anawaar Haadii,https://play-lh.googleusercontent.com/a-/ALV-UjXeyzC-ZDcUqooCrHu1qB3MhdrOKhCufSqc8q3dm53CwjfY_f4,I love you this app,5,0,5.2.1,2025-11-19,,,5.2.1,CBE,0.6369,POSITIVE
3c30aa12-7f92-49c8-8986-69ed8b81f79f,Ejigu Ukumo,https://play-lh.googleusercontent.com/a-/ALV-UjWzsCL0lUMDqjHZg-j9r4dmw0I-2ZecadD6hjcaMPtbkNq9QtTpBg,"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.",1,0,5.2.1,2025-11-19,,,5.2.1,CBE,0.7003,POSITIVE
48d2b2a8-40ea-47bc-b524-322d0d7bf7e4,kalkidan lema,https://play-lh.googleusercontent.com/a-/ALV-UjVEErcMytLj20YwUOsDw_MW8S6SHo6YGKCsYJdoL6KTsHHMHLU,make life easy,5,0,5.2.1,2025-11-19,,,5.2.1,CBE,0.4404,POSITIVE
b9b4ccbb-9d0b-4d61-b7b5-90f5d83b3838,Obsa,https://play-lh.googleusercontent.com/a/ACg8ocIkR25OAT_GJV78GGv6YGYvq1kDFbnkeSAhukWkN5HGx-zJrA=mo,securr,5,0,5.2.1,2025-11-19,,,5.2.1,CBE,0.0,POSITIVE
b81fb6db-71c3-4009-9324-fe187120823c,Wesenu Ashetu,https://play-lh.googleusercontent.com/a-/ALV-UjXYjnjPNvtZ03dVgqJ0woBLkUflgCTPwG33nFNdw46aVKFE058B,My most optional bank,5,0,5.2.1,2025-11-17,,,5.2.1,CBE,0.0,POSITIVE
370d336c-0c66-4ea8-a043-d044d4560101,Mahammad Ahamad,https://play-lh.googleusercontent.com/a/ACg8ocIFDo7rPi39dRECYUW7_TF0TpuMMBb1W3eeTNew0KUiNGyLmQ=mo,5 star,5,0,5.2.1,2025-11-17,,,5.2.1,CBE,0.0,POSITIVE
9b4043ef-a80d-4e57-bbad-1b2784dc4c45,Tesfaye Tolosa,https://play-lh.googleusercontent.com/a/ACg8ocK3X4qg_pGZyAiV5PmRWD8otFw3qEhprtem-G28EujEIFFGcA=mo,it is fantastic app.,5,0,5.2.1,2025-11-16,,,5.2.1,CBE,0.5574,POSITIVE
3f06e0e7-cb06-42f1-b61c-2bd59d7713af,sifii Abute,https://play-lh.googleusercontent.com/a/ACg8ocK9ZKM1rq6n9Aa-x8WCfE257MlhHANWWFiyK1_i7KnuMPAqew=mo,sifen,5,0,5.2.1,2025-11-16,,,5.2.1,CBE,0.0,POSITIVE
4f5a3389-5bda-4229-a5d3-4b749fc05764,Umer Muktar,https://play-lh.googleusercontent.com/a/ACg8ocIJ17pwbT9PRwD-f6r2Ds-aUxKxpESBgHoL5FckacVQiMnkJQ=mo,i like this√,4,0,5.2.1,2025-11-16,,,5.2.1,CBE,0.3612,POSITIVE
58bd2807-7583-4142-bd14-75e98e1dcda3,A/hamed Geleto,https://play-lh.googleusercontent.com/a/ACg8ocKos5NBZnzqcGRbc87WEiqwRwfVhppbP9Y762FFz7ZceC3pIg=mo,Ok,3,0,,2025-11-16,,,,CBE,0.296,POSITIVE
7a9182e8-718b-4529-a7f3-aadaf46f1493,Aman_Tech28,https://play-lh.googleusercontent.com/a-/ALV-UjVQZ-opf9kqX_oOMFBTuoNZNa8Wo16I4F6B_9DtKR92p4_F_8qd,ጥሩ App ነዉ ። የኔ የግል አስተያየት- Update ወይንም cache cleaning app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ Restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ ነዉ። በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን ..,5,0,,2025-11-15,,,,CBE,-0.3818,NEGATIVE
a9d5aab4-636f-4392-8bc6-ccad890de66e,leul asrat,https://play-lh.googleusercontent.com/a-/ALV-UjWbF4HMpHaAkFaCko1K-3YchfAkOAerWeU8QJyTSxPPLyGJN9socw,"Seriously, what’s going on with this app? The ""Pay to Beneficiary"" option is completely disabled for Android users, yet iOS users get full access without restrictions. Why are Android users being treated like second class customers? It’s the same app, the same service, but clearly not the same experience. This kind of platform bias is unacceptable, either give everyone the same features or be transparent about why you’re limiting functionality. Right now, it just feels unfair and frustrating.",1,17,5.2.1,2025-11-15,,,5.2.1,CBE,-0.8466,NEGATIVE
a18b512c-7431-4903-9cc3-1002cf449cff,Erk Wendmu,https://play-lh.googleusercontent.com/a/ACg8ocJOPB_E9VZbKDcs-x6x-q678OfwahJxdlEx-tb0qsbGQlOQ6w=mo,Like,5,0,5.2.1,2025-11-13,,,5.2.1,CBE,0.3612,POSITIVE
7bdc58ea-d854-4b9c-9748-642bada48ecd,Menasie Hailu,https://play-lh.googleusercontent.com/a-/ALV-UjWqEZ5IILKi89wGUz_iWW7Vac1F9uO5PNXsGWBTngmTe0y1E-m3,Nice and very useful app i like it!,5,1,5.2.1,2025-11-13,,,5.2.1,CBE,0.8422,POSITIVE
96f98a42-ec49-4dbf-b37d-216f6770a700,Zewudu Birahanu Mune Jarso,https://play-lh.googleusercontent.com/a/ACg8ocI5a6oAU1B_tyKwLwQuBP0Obwm7QESaHvVbmQgARu5vk9LnNGU=mo,Good,5,0,5.2.1,2025-11-13,,,5.2.1,CBE,0.4404,POSITIVE
1315ef77-540f-4b87-9b6a-7868f1a343e0,mohamed sirej (ላ ተህዘን),https://play-lh.googleusercontent.com/a/ACg8ocLzaEb_eQ_MwSUz7hHglLYdikLA8Uy11hx0pZise4xwJg9spA=mo,smart app,4,0,5.2.1,2025-11-12,,,5.2.1,CBE,0.4019,POSITIVE
82c43412-9579-4b3c-b17e-702aef388e16,Gebire Gelasewu,https://play-lh.googleusercontent.com/a/ACg8ocLeXYNJ8jKwIEz5PV7Opfo7U8gxvlwSjziQTuy93YlzxjuPaw=mo,good App,5,0,5.2.1,2025-11-12,,,5.2.1,CBE,0.4404,POSITIVE
34d6492b-f6e7-42ed-851a-348ab215c36a,Addisu Adinew,https://play-lh.googleusercontent.com/a-/ALV-UjVCcOprZwR4Ha9xOl2ApsuIHkNT5JjobD2Tmv5sN6ObSne4sHV8,sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,0,5.2.1,2025-11-12,,,5.2.1,CBE,0.4854,POSITIVE
cd12a5ee-2573-44e9-81ea-de8118bb8fa2,Eman Abay,https://play-lh.googleusercontent.com/a/ACg8ocJdPctSHyoWqOpj3dcwbNdFRWSgVZn50jUNLwPQwyGIuZ1X9Q=mo,ok,5,0,5.2.1,2025-11-11,,,5.2.1,CBE,0.296,POSITIVE
b4a45bdc-60cc-4355-92f7-9291f8c59ee5,Eshetu Brihanu,https://play-lh.googleusercontent.com/a/ACg8ocKeJoFNrUvJu9QNiBtWgcl1lHCYp8uoUZGuRZ-ZdpNv56ZAGA=mo,cbe is my choice,4,0,5.2.1,2025-11-11,,,5.2.1,CBE,0.0,POSITIVE
f7a289b4-7031-4d28-abb6-8b292f52241e,Abu Ikhlas,https://play-lh.googleusercontent.com/a/ACg8ocJ2tEkB2xwPx7hQ3W7YLNt3NPDYiFwatEeLntNtfRWtg2ZsIDc=mo,Awesome,5,0,5.2.1,2025-11-11,,,5.2.1,CBE,0.6249,POSITIVE
60963970-3671-488b-8810-3b3edaddf571,tesgez,https://play-lh.googleusercontent.com/a-/ALV-UjUR7Yh0DoOPFQJIIz1h2ZMldeRE3-OcJJF4tbgODChV_cqyeyRd,I am not able to transfer. The app is not responding,1,0,5.2.1,2025-11-11,,,5.2.1,CBE,0.0,POSITIVE
e9c4773a-03ec-4623-9c97-32370e43cc66,Rahma Sherefedin Kheyreallalh,https://play-lh.googleusercontent.com/a-/ALV-UjXcg9G8H4wsYVzJCcFxu8h58sZQiowvxYAK5QPUTqnbzQkJRqPZ,Very convenient App,5,0,5.2.1,2025-11-11,,,5.2.1,CBE,0.0,POSITIVE
8b783bea-df08-43e8-915f-c459fb841a11,John,https://play-lh.googleusercontent.com/a/ACg8ocKvB1iRR0QRd9LhyVCDVDq4-7E3yipvhqvpSIoPsF0ZtIAQ6A=mo,excellent but sometimes can not connect,5,1,5.2.1,2025-11-10,,,5.2.1,CBE,0.3291,POSITIVE
8c0c3699-3b4d-4b4c-bf9b-cf6f34d7e617,Senait Woldu,https://play-lh.googleusercontent.com/a-/ALV-UjV-5mqA2jFQEf9A4RmmqzIrHt6eOmT4lP_Qa4XHgGxBf7Abp7g,wow apk,5,0,5.2.1,2025-11-10,,,5.2.1,CBE,0.5859,POSITIVE
95c51b5c-93b3-40dc-b10d-7ea07b503570,Hussen Argaw,https://play-lh.googleusercontent.com/a-/ALV-UjVUMVvzTWZX-Sv7Gx_YYW2bn51uCkyvliWSpxy5SdCAaQPswMJ7,best 100 %,5,0,5.2.1,2025-11-10,,,5.2.1,CBE,0.6369,POSITIVE
57e7e490-7e00-49b4-85ce-02df5c180255,Linda Yod,https://play-lh.googleusercontent.com/a-/ALV-UjUGQlYvoufoqif-W_ThLCAAdOs1A7kmUfGtjzgOMxVazVsyLWc,bad app,1,0,5.2.1,2025-11-10,,,5.2.1,CBE,-0.5423,NEGATIVE
511966b6-2575-4189-b96d-62b0af2bb5ba,Alem Molla,https://play-lh.googleusercontent.com/a/ACg8ocLrLwi-kYtA34bHzYOaWgXCyyurG4utGK1Yes4AhNb7LtEr8A=mo,best app,5,0,5.2.1,2025-11-10,,,5.2.1,CBE,0.6369,POSITIVE
6cc81f72-bf2d-4406-bd58-d2b16058b713,Tadesse Zewdu,https://play-lh.googleusercontent.com/a/ACg8ocJ9WKmdVEaohHTmceg_Uczp8UW2gvVjrpL3yeKJQr_yqasUbg=mo,nice app,5,0,5.2.1,2025-11-10,,,5.2.1,CBE,0.4215,POSITIVE
6e59b9f4-f3f4-4481-8cea-cf0e7d58e220,Jabez Alelign,https://play-lh.googleusercontent.com/a/ACg8ocKdON_Z6-OybCs0mIf-DWc-F2Rg6fOXybMMofvYufanZ-IM-A=mo,the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,1,0,5.2.1,2025-11-10,,,5.2.1,CBE,0.6355,POSITIVE
ef00529e-94ab-4df9-a7e0-2bee0d213f49,Nani Tesfaye,https://play-lh.googleusercontent.com/a/ACg8ocL3kw5pMoW7UFi8cIUSXkHrwD4jCMxwUjqKT-JPj9Mv3mkVPA=mo,I can't access it properly I think it needs update,1,0,5.2.1,2025-11-10,,,5.2.1,CBE,0.0,POSITIVE
906a1d95-30d1-47ca-bbe9-8fb33460c535,Seid Hasen,https://play-lh.googleusercontent.com/a/ACg8ocJJuRAc6zJdY16vvKInUkmWh8RmlN-itEt8ncdGue5SEr7Ofg=mo,👌👌,5,0,5.2.1,2025-11-10,,,5.2.1,CBE,0.0,POSITIVE
e9425647-f1d3-4f35-87e5-e8984ba5cce4,Kedir,https://play-lh.googleusercontent.com/a-/ALV-UjWGxze1sa6USu7c2tWDHmWpH5sEbgsiJUtvV3x6SKuK6_8O23oT,best 👌,5,0,5.2.1,2025-11-10,,,5.2.1,CBE,0.6369,POSITIVE
f23eb6ac-a9fb-4df1-95c3-9441fb34d0dd,Tilahun Ayele,https://play-lh.googleusercontent.com/a-/ALV-UjX3WUswgFi2uKLSyOa4sp8TdZ3igHKAhIOTkqgNbTjCy9Z6rb5_,not Refresh,2,0,5.2.1,2025-11-10,,,5.2.1,CBE,0.0,POSITIVE
22a15e60-01d4-4c7d-8405-fc4daf00de55,Muhammad Ali,https://play-lh.googleusercontent.com/a/ACg8ocJMRz7VWlI2H4OdUUvHjPMNruUcnxfgi0dtqNhf3A-pb2yWQA=mo,your statement is not used as wanted,1,0,,2025-11-10,,,,CBE,0.0,POSITIVE
3f27b2bb-4631-41e2-acb5-beaab2285532,naushad alam,https://play-lh.googleusercontent.com/a-/ALV-UjWquVZZ1zgpboPF2MYHds_sAnu743qb_bfT6LQg3g1sUjPp6cP_,good very good,5,0,5.2.1,2025-11-09,,,5.2.1,CBE,0.7003,POSITIVE
e83b2d32-a305-4408-9c87-40f05b650185,Kei Leo,https://play-lh.googleusercontent.com/a/ACg8ocK8ZX7zeAStFVaVEU_gdKNbdo-4NwK6EssB_8eHhbClEfvKsw=mo,this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,1,0,5.2.1,2025-11-09,,,5.2.1,CBE,-0.4939,NEGATIVE
fb2f9d25-5520-48c5-9c21-88e7523bfb61,Amee Jamal,https://play-lh.googleusercontent.com/a/ACg8ocKawc5lQAIby70tKLH_AjfoVhezzLoANl9svbjv3mrR3W5Sag=mo,Bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,5,0,5.2.1,2025-11-08,,,5.2.1,CBE,0.0,POSITIVE
be813f1d-5060-452f-be52-f2b39fceff63,Kelel Ghiwot,https://play-lh.googleusercontent.com/a-/ALV-UjXECjCWVZ6lhwBCg4J2FeF6uppOr0w1PDyYTPJYjRWf45Zs4jt2,Good !,5,0,5.2.1,2025-11-08,,,5.2.1,CBE,0.4926,POSITIVE
65e917f9-f327-427f-bc75-a7ec2ec45687,Sol Adis,https://play-lh.googleusercontent.com/a/ACg8ocI0YQJxZZaRWBLJ4OyUpu9kNiHIXaIgpddxgr7GVXKYUVY5xg=mo,i like it,5,0,5.2.1,2025-11-08,,,5.2.1,CBE,0.3612,POSITIVE
3f4797ed-7cfa-494f-b83d-3ac99d0d8416,Lelisa Lata,https://play-lh.googleusercontent.com/a-/ALV-UjUff8hfLYqh3qho1m1EZ5I_6kkQI1jGXKO56R5CdefHYTXkP-6r,Very nice app,5,0,5.2.1,2025-11-08,,,5.2.1,CBE,0.4754,POSITIVE
e12a96bf-137e-4fcb-9b10-5933a6b8dedd,Tsega Legesse,https://play-lh.googleusercontent.com/a/ACg8ocJYbWMKZn2HAQBKoJJcD5TzOarTyykLToXkN-Nhy1Y9z1sTsg=mo,the app is not functional this week.,4,0,5.2.1,2025-11-08,,,5.2.1,CBE,0.0,POSITIVE
631f58bb-d098-4fe1-8fe5-a3abc2dd6407,Mahamed Arte,https://play-lh.googleusercontent.com/a-/ALV-UjXN_fM5Dee5aZ3d64NyHC0pfYLnOHgY2KUWhtvhxSeEmhH2SCtw,very updated bank,5,0,5.2.1,2025-11-06,,,5.2.1,CBE,0.0,POSITIVE
d1284a04-7811-4902-a678-d9d14aece75f,Sadf nan,https://play-lh.googleusercontent.com/a/ACg8ocLdTjMvy6NI0tuPyhmBP_o78wsm-70SOjiaqnUcmmSQpA2ygg=mo,tankyu,5,0,5.2.1,2025-11-05,,,5.2.1,CBE,0.0,POSITIVE
1851fb0d-c940-4c97-a338-7b1a9a8ef553,Negussie Kebede,https://play-lh.googleusercontent.com/a/ACg8ocK8Rx7xQ_mNwmLKiaCzMFNef51e876dTxrVWmcNVSNTds38ug=mo,Numbers 2 and 3 don't write during pin verification.,5,0,5.2.1,2025-11-05,,,5.2.1,CBE,0.0,POSITIVE
b6fa2156-34bf-44c3-a426-99521f790a04,Decks Doc,https://play-lh.googleusercontent.com/a/ACg8ocLAdVt1U4rltpjppg2qzcx8bGWQZq_K8-di4lvEQBOThSHUEg=mo,"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",1,0,,2025-11-05,,,,CBE,0.0258,POSITIVE
b5a68eed-026c-4f6f-aba9-9a7490d9466f,Mame Yusuf,https://play-lh.googleusercontent.com/a/ACg8ocLLA-JfMSDbJVNbY8W0qx1sE8QjsPMfBvjPqZv_jlpshrYcnQ=mo,loved it,5,0,,2025-11-05,,,,CBE,0.5994,POSITIVE
2446e1d4-37e7-4e7f-b182-bb862c9ac26c,Bula Nemera,https://play-lh.googleusercontent.com/a-/ALV-UjWAVpAMe027yVfPCvavy3BB89VXu4RxiFyn9XX0eGdIagtz60gE,this app is not working on my phone,5,2,5.2.1,2025-11-03,,,5.2.1,CBE,0.0,POSITIVE
398ac276-dd9c-4eb7-8edb-0ce30a96ab22,Michael “Mike” Girma,https://play-lh.googleusercontent.com/a-/ALV-UjVtTv4Qd0PntBury-5zStjeDNK9zJY733IZ6KgMPQbEQfBTTBpw,CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,3,0,5.2.1,2025-11-03,,,5.2.1,CBE,-0.5574,NEGATIVE
